NomenclatureCode,Tier,ProductCode,ProductDescription
S3,4,2654,Sisal etc unspun/tow/wst
S3,5,26541,"Sisal/agave fibres, raw"
S3,5,26549,Sisal etc. nes
S3,4,2655,Abaca unspun/tow/waste
S3,5,26551,Abaca (manila hemp) raw
S3,5,26559,Abaca tow/waste/nes
S3,4,2657,Coconut fibres/wastes
S3,5,26571,Coconut fibre (coir) raw
S3,5,26579,Coconut fibre nes
S3,4,2658,Veg text fibre nes unspn
S3,5,26581,Oth veg text fibre - raw
S3,5,26589,Veg text fibre nes/waste
S3,3,266,Synthetic spinning fibre
S3,4,2665,Synth fibres not procd
S3,5,26650,  UN Special Code
S3,5,26651,Nylon/polyamide fibres
S3,5,26652,Polyester fibres
S3,5,26653,Acrylic/modacrylic fibre
S3,5,26659,Synth staple fibres nes
S3,4,2666,Synthetic filament tow
S3,5,26660,  UN Special Code
S3,5,26661,Nylon/polyamide fil tow
S3,5,26662,Polyester filament tow
S3,5,26663,Acrylic filament tow
S3,5,26669,Synth filament tow nes
S3,4,2667,"Synth fibres, spinable"
S3,5,26670,  UN Special Code
S3,5,26671,Nylon/polyamide spinable
S3,5,26672,Polyester fibre spinable
S3,5,26673,Acrylic fibre spinable
S3,5,26679,Synth fibre nes spinable
S3,3,267,Man-made fibres nes/wast
S3,4,2670,  UN Special Code
S3,4,2671,Artificial spinning fibr
S3,5,26710,  UN Special Code
S3,5,26711,Art fibres not processed
S3,5,26712,Artificial filament tow
S3,5,26713,Artif fibres for spining
S3,4,2672,Waste of man-made fibres
S3,5,26721,Waste of synthetic fibre
S3,5,26722,Waste of artificial fibr
S3,3,268,Wool/animal hair
S3,4,2680,  UN Special Code
S3,4,2681,"Wool, greasy"
S3,5,26811,"Wool, shorn, greasy"
S3,5,26819,"Wool, greasy, nes"
S3,4,2682,"Wool nes, uncombed"
S3,5,26821,"Wool degreased,uncarboni"
S3,5,26829,"Wool degreased,carbonisd"
S3,4,2683,"Fine animal hair,uncombd"
S3,4,2685,Horsehair/etc uncombed
S3,5,26851,Horsehair and its waste
S3,5,26859,Coarse hair nes uncombed
S3,4,2686,Waste wool/animal hair
S3,5,26860,  UN Special Code
S3,5,26862,Garnetted wool/hair wast
S3,5,26863,Noils of wool/hair waste
S3,5,26869,Waste wool/hair nes
S3,4,2687,Combed/carded wool/hair
S3,5,26871,Wool carded/combed fragm
S3,5,26873,Wool tops/combed wool
S3,5,26877,Animal hair combd/carded
S3,3,269,Worn clothing etc
S3,4,2690,Worn clothing etc
S3,5,26901,Bulk text wste/old cloth
S3,5,26902,Rags/waste cordage/etc
S3,2,27,Crude fertilizer/mineral
S3,3,272,Fertilizers crude
S3,4,2720,  UN Special Code
S3,4,2721,"Animal,veg fertlzr,crude"
S3,4,2722,Sodium nitrate fertilizr
S3,4,2723,Natural phosphates
S3,5,27231,Unground nat phosphates
S3,5,27232,Ground natrl phosphates
S3,4,2724,Ntrl potassium salts
S3,3,273,Stone/sand/gravel
S3,4,2731,Quarried stone slabs
S3,5,27311,"Slate, slabs"
S3,5,27312,Marble/etc slabs
S3,5,27313,Granite/sandstone/etc
S3,4,2732,Gypsum etc for cement mf
S3,5,27322,Limestone etc for cement
S3,5,27323,Gypsum and anhydrite
S3,5,27324,"Calcined gypsum,plaster"
S3,4,2733,"Sands, natural"
S3,5,27331,Silica/quartz sands
S3,5,27339,Sands nes non-metallic
S3,4,2734,Gravel/crushed stone/etc
S3,3,274,Sulphur/unroastd pyrites
S3,4,2740,  UN Special Code
S3,4,2741,Sulphur exc purified
S3,5,27411,"Sulphur, unrefined"
S3,5,27419,"Sulphur, impure nes"
S3,4,2742,"Iron pyrites,unroasted"
S3,3,277,Natural abrasives n.e.s.
S3,4,2771,"Indust diamonds,sorted"
S3,5,27711,"Indust diamonds,sawn etc"
S3,5,27719,"Indust diamonds,worked"
S3,4,2772,Natural abrasives n.e.s.
S3,5,27720,  UN Special Code
S3,5,27721,Dust and powder of gems
S3,5,27722,Nat abrasives nes crude
S3,5,27729,Nat abrasives nes worked
S3,3,278,Other crude minerals
S3,4,2780,  UN Special Code
S3,4,2782,Clays/refractory materl.
S3,5,27822,Natural graphite
S3,5,27823,Dolomite
S3,5,27824,Magnesite
S3,5,27825,Fused magnesia etc.
S3,5,27826,Kaolinic clays
S3,5,27827,Bentonite
S3,5,27829,Clays/earths nes
S3,4,2783,Common salt all forms
S3,4,2784,Asbestos
S3,4,2785,Quartz/mica/felspar etc
S3,5,27851,Natural quartz exc sand
S3,5,27852,Mica/mica waste
S3,5,27853,Felspar/leucite/syenite
S3,5,27854,Fluorspar
S3,5,27855,Cryolite/chiolite naturl
S3,4,2786,Waste slag/dross/scaling
S3,5,27861,Slag sand(iron/steel mf)
S3,5,27862,Iron/steel dross/scale..
S3,5,27869,Slag/ash nes(incl kelp)
S3,4,2789,Crude mineraks n.e.s.
S3,5,27891,Chalk
S3,5,27892,"Nat barium sulphate,carb"
S3,5,27893,Talc/natural steatite
S3,5,27894,Crude natural borates
S3,5,27895,Siliceous fossil meals
S3,5,27896,Bituminus shale/tar sand
S3,5,27897,Natural asphalt/bitumen
S3,5,27898,Vermiculite/perlite/chlo
S3,5,27899,Mineral substances nes
S3,2,28,Metal ores/metal scrap
S3,3,280,  UN Special Code
S3,3,281,Iron ore/concentrates
S3,4,2810,  UN Special Code
S3,4,2814,Roasted iron pyrites
S3,4,2815,"Iron ore,conc,not agglom"
S3,4,2816,Iron ore agglomerates
S3,3,282,Ferrous waste/scrap
S3,4,2820,  UN Special Code
S3,4,2821,Waste/scrap cast iron
S3,4,2822,Waste/scrap alloy steel
S3,5,28221,Waste/scrap stainless st
S3,5,28229,Waste/scrap alloy st nes
S3,4,2823,Ferrous waste/scrap nes
S3,5,28231,Waste tinned iron/steel
S3,5,28232,Waste steel trimmings
S3,5,28233,Remelt iron/steel ingots
S3,5,28239,Ferrous waste/scrap nes
S3,3,283,Copper ores/concentrates
S3,4,2830,  UN Special Code
S3,4,2831,Copper ores/concentrates
S3,4,2832,Copper mattes/cement cu
S3,5,28321,Copper mattes
S3,5,28322,Cement copper
S3,3,284,Nickel ores/concs/etc
S3,4,2841,Nickel ores/concentrates
S3,4,2842,Nickel mattes/sinters/++
S3,5,28421,Nickel mattes
S3,5,28422,Nickel oxide sinters/etc
S3,3,285,Aluminium ores/concs/etc
S3,4,2850,  UN Special Code
S3,4,2851,Aluminium ore/concntrate
S3,4,2852,Alumina(aluminium oxide)
S3,3,286,Uranium/thorium ore/conc
S3,4,2861,Uranium ore/concentrates
S3,4,2862,Thorium ore/concentrates
S3,3,287,Base metal ore/conc nes
S3,4,2870,  UN Special Code
S3,4,2874,Lead ores/concentrates
S3,4,2875,Zinc ores/concentrates
S3,4,2876,Tin ores/concentrates
S3,4,2877,Manganese ore/conc.
S3,4,2878,Mo/nb/v/ta/ti/zr ore/con
S3,5,28781,"Molybdenum ore, roasted"
S3,5,28782,"Molybdenum ore, other"
S3,5,28783,Titanium ore/concentrate
S3,5,28784,Zirconium ore/concentrat
S3,5,28785,Nb/ta/va ore/concentrate
S3,4,2879,Base metal ore/conc nes
S3,5,28791,Chromium ore/concentrate
S3,5,28792,Tungsten ore/concentrate
S3,5,28793,Cobalt ore/concentrate
S3,5,28799,Ores/concentrates nes
S3,3,288,Nf base metal waste nes
S3,4,2880,  UN Special Code
S3,4,2881,Metaliferous non-fer ash
S3,4,2882,Non-fer metal waste nes
S3,5,28821,Copper waste and scrap
S3,5,28822,Nickel waste and scrap
S3,5,28823,Aluminium wste and scrap
S3,5,28824,Lead waste and scrap
S3,5,28825,Zinc waste and scrap
S3,5,28826,Tin waste and scrap
S3,3,289,Precious metal ore/conc.
S3,4,2891,Precious metal ore/conc
S3,5,28911,Silver ore/concentrates
S3,5,28919,Prec.metal ore/conc nes
S3,4,2892,Prec.metal waste/scrap
S3,5,28921,Platinum waste/scrap
S3,5,28929,Precious metal waste nes
S3,2,29,Crude anim/veg mater nes
S3,3,291,Crude animal mterial nes
S3,4,2911,Bones/ivory/shells/etc
S3,5,29111,Bones etc.
S3,5,29115,Coral/shells/cuttlebone
S3,5,29116,Ivory/tortoise-shell/etc
S3,4,2919,Animal materials nes
S3,5,29191,"Human hair,unworked,etc"
S3,5,29192,"Brush-making hair,etc"
S3,5,29193,"Gut,bladders,etc nonfish"
S3,5,29194,Bovine semen
S3,5,29195,Birds skins/feathers/etc
S3,5,29196,Fish/shellfish waste
S3,5,29197,Natural sponges
S3,5,29198,Ambergris/civet/musk/etc
S3,5,29199,Animal products n.e.s.
S3,3,292,Crude veg materials nes
S3,4,2920,  UN Special Code
S3,4,2922,Lac/gums/resins/balsams
S3,5,29220,  UN Special Code
S3,5,29221,Lac
S3,5,29222,Gum arabic
S3,5,29229,Nat gums/resin/etc nes
S3,4,2923,Veg plaiting materials
S3,5,29230,  UN Special Code
S3,5,29231,Bamboo for plaiting
S3,5,29232,Rattan
S3,5,29239,Plaiting materials nes
S3,4,2924,Pharmaceutical plants
S3,5,29240,  UN Special Code
S3,5,29241,Liquorice roots
S3,5,29242,Ginseng roots
S3,5,29249,Pharmacy plants nes
S3,4,2925,Seed/fruit/spores sowing
S3,5,29250,  UN Special Code
S3,5,29251,Sugar beet seed
S3,5,29252,Seeds of forage plants
S3,5,29253,Flower seeds
S3,5,29254,Other vegetable seeds
S3,5,29259,Seeds/fruit/spores nes
S3,4,2926,Bulbs/cuttings/plants
S3,5,29261,Bulbs/tubers/corms/etc
S3,5,29269,Live plants/cuttings nes
S3,4,2927,Cut flowers/foliage
S3,5,29271,Cut flowers
S3,5,29272,"Cut foliage, etc"
S3,4,2929,Vegetable materials nes
S3,5,29290,  UN Special Code
S3,5,29292,Veget padding materials
S3,5,29293,Veg brush/broom material
S3,5,29294,Vegetable saps/extracts
S3,5,29295,Vegetable pectins
S3,5,29296,Veg mucilages/thickeners
S3,5,29297,Seaweeds/algae nes
S3,5,29299,Veg material/product nes
S3,1,3,Mineral fuel/lubricants
S3,2,32,Coal/coke/briquettes
S3,3,321,Coal non-agglomerated
S3,4,3210,  UN Special Code
S3,4,3211,"Anthracite,not agglomrtd"
S3,4,3212,Other coal
S3,5,32121,Bitum.coal not agglomrtd
S3,5,32122,"Oth coal,not agglomerat."
S3,3,322,Briquettes/lignite/peat
S3,4,3221,Briquettes etc (coal)
S3,4,3222,Lignite
S3,5,32221,"Lignite,not agglomerated"
S3,5,32222,"Lignite,agglomerated"
S3,4,3223,Peat
S3,3,325,Coke/semi-coke/retort c
S3,4,3250,Coke/semi-coke/retort c
S3,2,33,Petroleum and products
S3,3,333,"Petrol./bitum. oil,crude"
S3,4,3330,"Petrol./bitum. oil,crude"
S3,3,334,Heavy petrol/bitum oils
S3,4,3340,  UN Special Code
S3,4,3341,Motor spirit/light oils
S3,5,33410,  UN Special Code
S3,5,33411,Motor/aviation spirit
S3,5,33412,Spirit type jet fuel
S3,5,33419,Oth light petroleum oil
S3,4,3342,Kerosene/medium oils
S3,5,33421,Kerosene incl jet fuel
S3,5,33429,Oth medium petroleum oil
S3,4,3343,Gas oils
S3,4,3344,"Fuel oils,nes"
S3,4,3345,Lubs(high petr cont) etc
S3,3,335,Residual petrol. prods
S3,4,3350,  UN Special Code
S3,4,3351,Petroleum jelly/waxes
S3,5,33511,Petroleum jelly
S3,5,33512,Paraffin wax
S3,4,3352,Mineral tar/distil prods
S3,5,33520,  UN Special Code
S3,5,33521,Mineral tar
S3,5,33522,Benzole
S3,5,33523,Toluole
S3,5,33524,Xylole
S3,5,33525,Coal tar distillate prod
S3,4,3353,Coal pitch/pitch tar
S3,5,33530,  UN Special Code
S3,5,33531,Pitch (coal/mineral tar)
S3,5,33532,Pitch coke
S3,4,3354,Petrol. bitumen/coke/etc
S3,5,33541,Petroleum bitumen/resids
S3,5,33542,Petroleum coke
S3,5,33543,Bituminous mixtures etc
S3,2,34,Gas natural/manufactured
S3,3,342,Liquid propane/butane
S3,4,3421,Liquefied propane
S3,4,3425,Liquefied butane
S3,3,343,Natural gas
S3,4,3431,"Natural gas,liquified"
S3,4,3432,"Natural gas, gaseous"
S3,3,344,Petrol./hydrocarbon gas
S3,4,3441,Ethylene etc liquified
S3,4,3442,Oth hydrocarbon gas lqf
S3,4,3449,"Petroleum gases, gaseous"
S3,3,345,Coal gas/water gas/etc
S3,4,3450,Coal gas/water gas/etc
S3,2,35,Electric current
S3,3,351,Electric current
S3,4,3510,Electrical energy
S3,1,4,Animal/veg oil/fat/wax
S3,2,41,Animal oil/fat
S3,3,411,Animal oil/fat
S3,4,4111,Fish/marine mamm.oil/fat
S3,5,41111,Fish liver oil
S3,5,41112,Other fish oils/fats
S3,5,41113,Marine mammals oils/fats
S3,4,4112,"Pig,poultry fat rendered"
S3,4,4113,Animal oil/fat nes
S3,5,41130,  UN Special Code
S3,5,41131,"Pig,poultry fat unrendrd"
S3,5,41132,Fats of cattle/sheep/etc
S3,5,41133,Lard stearin/oil unemuls
S3,5,41134,"Wool grease, crude"
S3,5,41135,Wool grease ders/lanolin
S3,5,41139,Animal oils/fats nes
S3,2,42,Fixed veg oils/fats
S3,3,421,"Fixed veg oil/fat, soft"
S3,4,4210,  UN Special Code
S3,4,4211,Soya bean oil
S3,5,42111,Crude soya bean oil
S3,5,42119,Refined soya bean oil
S3,4,4212,Cotton seed oil
S3,5,42121,Crude cotton seed oil
S3,5,42129,Refined cotton seed oil
S3,4,4213,Groundnut (peanut) oil
S3,5,42131,Crude peanut oil
S3,5,42139,Refined peanut oil
S3,4,4214,Olive oil
S3,5,42140,  UN Special Code
S3,5,42141,Virgin olive oil
S3,5,42142,Other olive oil
S3,5,42149,Olive oil blends
S3,4,4215,Safflower oil
S3,5,42151,Crude safflower oil
S3,5,42159,Refined safflower oil
S3,4,4216,Maize (corn) oil
S3,5,42161,Crude maize oil
S3,5,42169,Refined maize oil
S3,4,4217,Rape/colza/mustard oil
S3,5,42171,Crude rape/colza/mus oil
S3,5,42179,Ref rape/colza/must oil
S3,4,4218,Sesame (sesasum) oil
S3,3,422,Fixed veg oils not soft
S3,4,4221,Linseed oil
S3,5,42211,Crude linseed oil
S3,5,42219,Refined linseed oil
S3,4,4222,Palm oil
S3,5,42221,Crude palm oil
S3,5,42229,Refined palm oil
S3,4,4223,Coconut (copra) oil
S3,5,42231,Crude coconut oil
S3,5,42239,Refined coconut oil
S3,4,4224,Palm kernel(babassu) oil
S3,5,42241,Crude palm kernel oil
S3,5,42249,Refined palm kernel oil
S3,4,4225,Castor oil
S3,4,4229,Fix veg fat nes not soft
S3,5,42291,Tung oil
S3,5,42299,Fixed vegetable oils nes
S3,2,43,Animal/veg oils procesd
S3,3,431,Animal/veg oils procesd
S3,4,4311,Animal/veg oil modified
S3,4,4312,Animal/veg oil hydrogen.
S3,5,43121,Animal fat/oil/fractions
S3,5,43122,Veg fat/oil/fractions
S3,4,4313,Fatty acid/acid oil/resi
S3,5,43131,Fatty acids/acid oils
S3,5,43133,Degras-fat residues
S3,4,4314,Animal/vegetable waxes
S3,5,43141,Vegetable waxes
S3,5,43142,Insect waxes/spermaceti
S3,1,5,Chemicals/products n.e.s
S3,2,50,  UN Special Code
S3,2,51,Organic chemicals
S3,3,511,Hydrocarbons/derivatives
S3,4,5110,  UN Special Code
S3,4,5111,Acyclic hydrocarbons
S3,5,51110,  UN Special Code
S3,5,51111,Ethylene
S3,5,51112,Propylene (propene)
S3,5,51113,Butylenes/butadienes etc
S3,5,51114,Saturated acyclic hcs
S3,5,51119,Acyclic hydrocarbons nes
S3,4,5112,Cyclic hydrocarbons
S3,5,51120,  UN Special Code
S3,5,51121,Cyclohexane
S3,5,51122,Benzene
S3,5,51123,Toluene
S3,5,51124,Xylenes
S3,5,51125,Styrene
S3,5,51126,Ethylbenzene
S3,5,51127,Cumene
S3,5,51129,Cyclic hydrocarbons nes
S3,4,5113,Halogenated hc derivs
S3,5,51130,  UN Special Code
S3,5,51131,Vinyl chloride
S3,5,51132,Trichloroethylene
S3,5,51133,Tetrachloroethylene
S3,5,51134,Oth unsat chlor derivs
S3,5,51135,Ethylene dichloride
S3,5,51136,Oth sat chlor der ac hc
S3,5,51137,Fl/br/i derivs acycl hc
S3,5,51138,Multi-halog derivs ac hc
S3,5,51139,Halog derivs of hc nes
S3,4,5114,Sulphon/nitrat/nitros hc
S3,3,512,Alcohols/phenols/derivs
S3,4,5120,  UN Special Code
S3,4,5121,Acyclic monohyd alcohols
S3,5,51211,Methyl alcohol(methanol)
S3,5,51212,Propanols
S3,5,51213,Butyl alcohols(butanols)
S3,5,51214,Octyl alcohols(octanols)
S3,5,51215,Ethyl alcohol not denat
S3,5,51216,Ethyl alc/denatrd spirit
S3,5,51217,"Fatty alcohols,indust."
S3,5,51219,Other monohydric alcohol
S3,4,5122,Oth acyclic alcs/derivs
S3,5,51220,  UN Special Code
S3,5,51221,Ethylene glycol
S3,5,51222,"Glycerol,glycerol lyes"
S3,5,51223,Pentaerythritol
S3,5,51224,Mannitol
S3,5,51225,Sorbitol (d-glucitol)
S3,5,51229,Acyclic alcohols nes
S3,4,5123,Cyclic alcohols/derivs
S3,5,51231,Cyclanic etc alc/derivs
S3,5,51235,Arom cyc alcohols/derivs
S3,4,5124,"Phenol/alcohols, derivs"
S3,5,51241,"Phenol pure,its salts"
S3,5,51242,Cresols nes/their salts
S3,5,51243,Oth phenols/phenol-alco
S3,5,51244,Derivatvs of phenol etc
S3,3,513,Carboxylic acid compound
S3,4,5130,  UN Special Code
S3,4,5137,Monocarboxylic comps
S3,5,51370,  UN Special Code
S3,5,51371,Acetic acid/acetates
S3,5,51372,Esters of acetic acid
S3,5,51373,Methacrylic acid/derivs
S3,5,51374,Formic acid/salts/esters
S3,5,51375,Butyric/valeric acid/der
S3,5,51376,Palmitic/stearic acid/de
S3,5,51377,Sat acyc monocarb ac etc
S3,5,51378,Oleic/linoleic acid etc
S3,5,51379,Unsat acycl monocarb etc
S3,4,5138,Polycarboxylic acid/deri
S3,5,51380,  UN Special Code
S3,5,51381,Maleic anhydride
S3,5,51382,Phthalic anhydride
S3,5,51383,Dioctyl orthophthalates
S3,5,51384,Dimethyl terephthalate
S3,5,51385,Cyclanic polyacid/derivs
S3,5,51389,Oth polyacids etc/derivs
S3,4,5139,Oxy func carboxylic comp
S3,5,51390,  UN Special Code
S3,5,51391,Lactic/tart/citric acid
S3,5,51392,Alc-func acids/derivs
S3,5,51393,Salacylic acid/derivs
S3,5,51394,Phenol-func acids/derivs
S3,5,51395,Ket-funct acids/derivs
S3,5,51396,Oxy-func acids/derivs
S3,3,514,Nitrogen function compds
S3,4,5140,  UN Special Code
S3,4,5145,Amine-function compounds
S3,5,51450,  UN Special Code
S3,5,51451,Acyclic monoamines/deriv
S3,5,51452,Acyclic polyamines/deriv
S3,5,51453,Cyclanic amines/derivs
S3,5,51454,Aromatic monoamine/deriv
S3,5,51455,Aromatic polyamine/deriv
S3,4,5146,Oxy-func amino-compounds
S3,5,51460,  UN Special Code
S3,5,51461,Amino-alcohols/derivativ
S3,5,51462,Amino-phenols/derivative
S3,5,51463,Amino-aldehydes etc.
S3,5,51464,Lysene/glutamic acid/com
S3,5,51465,Amino acid derivativ nes
S3,5,51467,Amino-alc-phenols etc.
S3,4,5147,Amide-func comps ex urea
S3,5,51470,  UN Special Code
S3,5,51471,Acyclic amides/compounds
S3,5,51473,Ureines/derivs/salts
S3,5,51479,Cyclic amides nes/derivs
S3,4,5148,Nitro-func compounds nes
S3,5,51480,  UN Special Code
S3,5,51481,"Quat ammonium salts,etc"
S3,5,51482,Carboxyimide/amine f cmp
S3,5,51483,Acrylonitrile
S3,5,51484,Oth nitrile-fnctn cmpnds
S3,5,51485,"Diazo-,azo-,azoxy-cmpnds"
S3,5,51486,Hydrazine etc org derivs
S3,5,51489,Nitrogen-fnct cmpnds nes
S3,3,515,Organo-inorganic compnds
S3,4,5150,  UN Special Code
S3,4,5154,Organo-sulphur compounds
S3,5,51540,  UN Special Code
S3,5,51541,Dithiocarbonates
S3,5,51542,Thiocarbamates
S3,5,51543,Thiuram sulphides
S3,5,51544,Methionine
S3,5,51549,Organo-sulphur comp nes
S3,4,5155,Oth org-inorg compounds
S3,4,5156,Lactams/lactones
S3,5,51561,Lactams
S3,5,51562,Coumarins
S3,5,51563,Other lactones
S3,5,51569,Lactams etc nes
S3,4,5157,Nucleic acids etc
S3,5,51571,N-atom pyrazole ring cmp
S3,5,51572,Hydantoin/derivatives
S3,5,51573,Unf imidazole ring cmpds
S3,5,51574,Unf pyridime ring cmpds
S3,5,51575,Quinoline ring compounds
S3,5,51576,Pyrimidine ring compound
S3,5,51577,N-hetero atom cmpds nes
S3,5,51578,Phenothiazine ring cmpds
S3,5,51579,Oth heterocyc cmpds nes
S3,4,5158,Sulphonamides
S3,3,516,Other organic compounds
S3,4,5160,  UN Special Code
S3,4,5161,Ethers/peroxides/derivs
S3,5,51610,  UN Special Code
S3,5,51612,Acetals/hemiacetals/derv
S3,5,51613,Ethylene oxide(oxirane)
S3,5,51614,Propylene oxide
S3,5,51615,Other epoxides/derivs
S3,5,51616,Aromatic etc ethers/driv
S3,5,51617,Ether-alcohol/etc/deriv
S3,4,5162,Ald/ketone/quinone funct
S3,5,51621,Acyclic non-oxy f aldeh.
S3,5,51622,Oth aldehydes/polymers
S3,5,51623,Acetone
S3,5,51624,Ethyl methyl ketone
S3,5,51625,Oth acyclic ket non-o fn
S3,5,51626,Aldehyde derivatives nes
S3,5,51627,Camphor
S3,5,51628,Oth cycl non-o-f ketones
S3,5,51629,Aromatic etc ketones
S3,4,5163,Inorg esters/derivatives
S3,5,51631,Phosphoric esters/salts
S3,5,51639,Oth inorganic esters/etc
S3,4,5169,Oganic chemicals n.e.s.
S3,5,51691,Enzymes
S3,5,51692,"Sugars,chem pure etc,nes"
S3,5,51699,Other organic compounds
S3,2,52,Inorganic chemicals
S3,3,522,Elements/oxides/hal salt
S3,4,5220,  UN Special Code
S3,4,5221,"Carbon nes, carbon black"
S3,4,5222,Other chemical elements
S3,5,52221,Gas elements h/n/o/rare
S3,5,52222,Non-metals se/te/p/as/bo
S3,5,52223,Silicon
S3,5,52224,Chlorine
S3,5,52225,"Fluorine,bromine,iodine"
S3,5,52226,"Sulphur, pure forms"
S3,5,52227,Mercury
S3,5,52228,Sodium/potassium metals
S3,5,52229,Metals ca/sr/ba/r.earth
S3,4,5223,Inorg acids/oxy compnds
S3,5,52230,  UN Special Code
S3,5,52231,Hydrochloric acid etc
S3,5,52232,Sulphuric acid;oleum
S3,5,52233,Nitric/sulphonitric acid
S3,5,52234,Phosphoric acids etc
S3,5,52235,Boric oxide and acid
S3,5,52236,Oth inorganic acids
S3,5,52237,Silicon dioxide
S3,5,52238,Sulphur dioxide
S3,5,52239,Inorg o-comp non-met nes
S3,4,5224,Hal/s compounds non-metl
S3,5,52241,Halides of non-metals
S3,5,52242,Sulphides of non-metals
S3,4,5225,Oxides of metals
S3,5,52251,"Zinc oxide,peroxide"
S3,5,52252,Chromium oxides
S3,5,52253,Manganese oxides
S3,5,52254,Iron oxides/hydroxides
S3,5,52255,Cobalt oxides/hydroxide
S3,5,52256,Titanium oxides
S3,5,52257,Lead oxides
S3,4,5226,Inorg bases/metal ox nes
S3,5,52260,  UN Special Code
S3,5,52261,"Ammonia,anhydrous/solutn"
S3,5,52262,"Sodium hydroxide, solid"
S3,5,52263,"Sodium hydroxide, solutn"
S3,5,52264,Potassium hydroxide etc.
S3,5,52265,"Oxides etc of mg,sr,ba"
S3,5,52266,Aluminium hydroxide
S3,5,52267,Artificial corundum
S3,5,52268,Hydrazine etc./salts
S3,5,52269,"Oth oxides,bases etc nes"
S3,3,523,Metal salts of inorg acd
S3,4,5230,  UN Special Code
S3,4,5231,Flourides etc
S3,4,5232,Chloride/bromide/iodide
S3,5,52320,  UN Special Code
S3,5,52321,Ammonium chloride
S3,5,52322,Calcium chloride
S3,5,52329,Chlorid/brom/iodide nes c
S3,4,5233,Hypohalites/perhalites
S3,5,52330,  UN Special Code
S3,5,52331,Hypochlorites/h-bromites
S3,5,52332,Sodium chlorate
S3,5,52339,Chlorate/brom/iodate nes
S3,4,5234,Sulphide/s-ate/s-ite etc
S3,5,52341,Sodium sulphide
S3,5,52342,Sulphide/polysulphid nes
S3,5,52343,Dithionite/sulphoxylate
S3,5,52344,Sulphites/thiosulphates
S3,5,52345,Sodium sulphates
S3,5,52349,Oth sulphates/alums
S3,4,5235,Nitrites/nitrates
S3,5,52350,  UN Special Code
S3,5,52351,Nitrites of metals
S3,5,52352,Potassium nitrate
S3,5,52359,Nitrates of metals
S3,4,5236,Phosphates/p.acid salts
S3,5,52360,  UN Special Code
S3,5,52361,Phosphinate/phosphonates
S3,5,52362,Triammonium phosphate
S3,5,52363,Phosphates of metals
S3,5,52364,Sodium triphosphate
S3,5,52365,Polyphosphates nes
S3,4,5237,Carbonates/peroxycarbona
S3,5,52370,  UN Special Code
S3,5,52371,Ammonium carbonate
S3,5,52372,Neutral sodium carbonate
S3,5,52373,Sodium bicarbonate
S3,5,52374,Potassium carbonates
S3,5,52375,Lead carbonates
S3,5,52379,Carbonates of metals nes
S3,4,5238,Metal salts inorg ac nes
S3,5,52381,Cyanides of metals
S3,5,52382,Fulminates/cyanates metl
S3,5,52383,Silicates of metals
S3,5,52384,Borates/etc of metals
S3,5,52389,Metal salts inorg ac nes
S3,3,524,Other inorganic chemical
S3,4,5240,  UN Special Code
S3,4,5243,Metal salts/pr.metal cmp
S3,5,52431,Salts of metallic acids
S3,5,52432,Precious metal cmpds et
S3,4,5249,Inorg chemical prods nes
S3,5,52490,  UN Special Code
S3,5,52491,Hydrogen peroxide
S3,5,52492,Phosphides of metals
S3,5,52493,Calcium carbide
S3,5,52494,Carbides of metals nes
S3,5,52495,Hydrides/nitrides metals
S3,5,52499,Other inorg cmpounds nes
S3,3,525,Radio-active etc matrial
S3,4,5250,  UN Special Code
S3,4,5251,Radio-isotopes/compounds
S3,5,52510,  UN Special Code
S3,5,52511,Nat uranium/alloy/cmpnds
S3,5,52513,Enrich uranium/alloy/cmp
S3,5,52515,Thorium/depl uran/cmpnds
S3,5,52517,Spent nucl fuel elements
S3,5,52519,Radioactive elem/cpd nes
S3,4,5259,Stable isotopes/compound
S3,5,52591,Stable isotopes/compound
S3,5,52595,Rare earth isotop/cmpds
S3,2,53,Dyeing/tanning/color mat
S3,3,531,Synth org colour agents
S3,4,5310,  UN Special Code
S3,4,5311,Synthet org color matter
S3,5,53110,  UN Special Code
S3,5,53111,Disperse dyes/preparatns
S3,5,53112,Acid/mordant dyes/preps
S3,5,53113,Basic dyes/preparations
S3,5,53114,Direct dyes/preparations
S3,5,53115,Vat dyes/preparations
S3,5,53116,Reactive dyes/preparatns
S3,5,53117,Synth org pigments/preps
S3,5,53119,Synthet org col matr nes
S3,4,5312,Syn bright agnt/col lake
S3,5,53121,Synth brightening agents
S3,5,53122,Colour lakes
S3,3,532,Dyeing/tanning extracts
S3,4,5322,Veg tanning extr/tannin l
S3,5,53221,"Veg tann extrcts,tannins"
S3,5,53222,Anim/veg coloring matter
S3,4,5323,Synth tanning subst etc.
S3,5,53231,Synth org tanning subst
S3,5,53232,Synth inorg tanning subs
S3,3,533,Pigments/paints/varnish
S3,4,5330,  UN Special Code
S3,4,5331,Coloring preparation nes
S3,5,53310,  UN Special Code
S3,5,53311,Titanium dioxide pigment
S3,5,53312,Chrome pigments etc
S3,5,53313,Cadmium pigments etc.
S3,5,53314,Ultramarine pigments etc
S3,5,53315,Zinc sulphide pigmnt etc
S3,5,53316,Ferro/ferri-cyanide pigm
S3,5,53317,Inorg colour matrial nes
S3,5,53318,Inorganic luminophores
S3,4,5332,Printing inks
S3,5,53321,Printing ink - black
