NomenclatureCode,Tier,ProductCode,ProductDescription
S3,5,65318,Wovn synth mix fabrc nes
S3,5,65319,Woven synth fil fab nes
S3,4,6532,Woven syn st fibre fabrc
S3,5,65320,  UN Special Code
S3,5,65321,Wovn pester s.f. fabric
S3,5,65325,Wovn acrylic s.f. fabric
S3,5,65329,Wovn synth s.f.fabrc nes
S3,4,6533,Wovn synth s.f/cotn fab
S3,5,65331,Wovn pester sf/ctn<170g
S3,5,65332,Woven other sf/cotn<170g
S3,5,65333,Wovn pester sf/ctn>170g
S3,5,65334,Woven other sf/cotn>170g
S3,4,6534,Wovn synth sf blends nes
S3,5,65340,  UN Special Code
S3,5,65341,Wovn syn fib/wool fabric
S3,5,65342,Wovn syn fib/manmade fab
S3,5,65343,Wovn syn fib/nes blends
S3,4,6535,Wovn art fil yarn fabric
S3,5,65350,  UN Special Code
S3,5,65351,Wovn viscose rayon fabrc
S3,5,65352,Wovn art fil/strip fabrc
S3,5,65359,Wovn art fil fabric nes
S3,4,6536,Wovn art st fibre fabric
S3,4,6538,Wovn art sf blend fabric
S3,5,65380,  UN Special Code
S3,5,65381,Wovn art sf/cotton fabrc
S3,5,65382,Wovn art sf/wool fabrics
S3,5,65383,Wovn art sf/manmade fabr
S3,5,65389,Wovn art sf/other fabric
S3,4,6539,Pile/chenile manmade fab
S3,5,65390,  UN Special Code
S3,5,65391,Man-made pile fab uncut
S3,5,65393,Man-made pile fabric nes
S3,3,654,Woven textile fabric nes
S3,4,6541,Woven silk fabrics
S3,5,65410,  UN Special Code
S3,5,65411,Woven noil silk fabric
S3,5,65413,Woven silk >85% fabr nes
S3,5,65419,Woven silk fabrics nes
S3,4,6542,Woven anim hair fabrics
S3,5,65421,"Wovn card wool,fine hair"
S3,5,65422,"Wovn comb wool,fine hair"
S3,4,6543,"Woven wool,hair nes"
S3,5,65430,  UN Special Code
S3,5,65431,"Wovn card wool,h/manmade"
S3,5,65432,"Wovn comb wool,h/manmade"
S3,5,65433,"Woven card wool,h/other"
S3,5,65434,"Woven comb wool,h/other"
S3,5,65435,Wovn pile fab wool/hair
S3,4,6544,Woven flax fabrics
S3,5,65441,Woven flax fabric >85%
S3,5,65442,Woven flax fabric <85%
S3,4,6545,Woven jute etc fabrics
S3,4,6546,Wovn glass fibre fabric
S3,4,6549,Woven fabrics nes
S3,5,65490,  UN Special Code
S3,5,65491,Woven metallized fabric
S3,5,65492,Coarse hair woven fabric
S3,5,65493,Wovn veg text fibre fabr
S3,5,65494,Woven wide gauze ex cotn
S3,5,65495,"Pile,chenille fabric nes"
S3,5,65496,Terry towelling exc cotn
S3,5,65497,Tufted textile fabrics
S3,3,655,Knit/crochet fabrics
S3,4,6550,  UN Special Code
S3,4,6551,Knit/croch pile fabric
S3,5,65510,  UN Special Code
S3,5,65511,Long pile knit/croch fab
S3,5,65512,Loop pile knit/croch fab
S3,5,65519,Knit/croch pile fabr nes
S3,4,6552,Knit/croch fabric nes
S3,5,65520,  UN Special Code
S3,5,65521,Knit/croch fab nes <30cm
S3,5,65522,Knit/cr fab >30cm+rubber
S3,5,65523,"Other fabrics, warp knit"
S3,5,65529,Knit/crochet fabric nes
S3,3,656,Tulle/lace/embr/trim etc
S3,4,6560,  UN Special Code
S3,4,6561,Narrow woven fabrics
S3,5,65610,  UN Special Code
S3,5,65611,Narrow woven pile fabric
S3,5,65612,Narrow woven elastic fab
S3,5,65613,Narrow woven fabric nes
S3,5,65614,Narrow bonded fabrics
S3,4,6562,Textile badges etc
S3,5,65620,  UN Special Code
S3,5,65621,Woven textile labels etc
S3,5,65629,Non-woven text label etc
S3,4,6563,Gimped yarn/tassels/etc
S3,5,65631,Gimped yarns
S3,5,65632,Braids/trimmings/etc
S3,4,6564,Tulles/nets/laces
S3,5,65640,  UN Special Code
S3,5,65641,"Tulles, net fabrics"
S3,5,65642,Mechanical lace
S3,5,65643,Hand-made lace
S3,4,6565,Embroidery piece/strip..
S3,5,65651,"Embroidery,no vis.ground"
S3,5,65659,Embroidery nes
S3,3,657,Special yarns/fabrics
S3,4,6570,  UN Special Code
S3,4,6571,Felt fabric
S3,5,65710,  UN Special Code
S3,5,65711,Needleloom/stch bnd felt
S3,5,65712,Felt nes not impregnated
S3,5,65719,Felt impregnated etc
S3,4,6572,Non-woven fabrics nes
S3,4,6573,Coated/impreg fabric nes
S3,5,65731,Gum etc coated textiles
S3,5,65732,Plastic coated textiles
S3,5,65733,Rubberized textiles nes
S3,5,65734,Coated/impreg text. nes
S3,5,65735,Textile wall coverings
S3,4,6574,Quilted textile products
S3,4,6575,Twine/cords/cables/nets
S3,5,65751,Twine/cordage/rope/cable
S3,5,65752,Knotted rope/twine nets
S3,5,65759,Articles of cordage nes
S3,4,6576,Hat shapes/forms/bodies
S3,5,65761,Felt hat bodies/forms ..
S3,5,65762,Hat bodies nes
S3,4,6577,Indust wadding/wicks/fab
S3,5,65771,Textile wadding nes etc
S3,5,65772,Textile wicks/mantle etc
S3,5,65773,Industrial textiles nes
S3,4,6578,Rubberized thread/cord..
S3,5,65780,  UN Special Code
S3,5,65781,Textile covd rubber cord
S3,5,65785,Coated hi-ten synth yarn
S3,5,65789,Rubber/plasticized t nes
S3,4,6579,Special textile products
S3,5,65791,Textile hosepiping etc
S3,5,65792,"Machinery belts etc,text"
S3,5,65793,Tyre cord fabric
S3,3,658,Made-up textile articles
S3,4,6580,  UN Special Code
S3,4,6581,Textile sacks/bags
S3,5,65811,Jute etc sacks/bags
S3,5,65812,Cotton sacks/bags
S3,5,65813,Man-made text sacks/bags
S3,5,65819,Textile sacks/bags nes
S3,4,6582,Tarpaulins/tents/blinds
S3,5,65820,  UN Special Code
S3,5,65821,Tarpaulins/awnings/blind
S3,5,65822,Tents
S3,5,65823,Sails
S3,5,65824,Pneumatic mattresses
S3,5,65829,Camping goods n.e.s.
S3,4,6583,Blankets/travelling rugs
S3,5,65830,  UN Special Code
S3,5,65831,Wool/hair blankets
S3,5,65832,Cotton blankets
S3,5,65833,Synthetic fibre blankets
S3,5,65839,Blankets of textiles nes
S3,4,6584,Bed/table/toilet linen
S3,5,65840,  UN Special Code
S3,5,65841,Knit/crochet bed linen
S3,5,65842,Bed linen of cotton nes
S3,5,65843,Bed linen of othr fibres
S3,5,65844,Knit/crochet table linen
S3,5,65845,Table linen of coton nes
S3,5,65846,Table linen of oth fibre
S3,5,65847,Toilet/kitchen artic cot
S3,5,65848,Toilet/kitchen linen nes
S3,4,6585,Curtains etc nes
S3,5,65851,Curtains/drapes/blinds
S3,5,65852,Bedspreads
S3,5,65859,Furnishing articles nes
S3,4,6589,Made-up textile arts nes
S3,5,65891,Tapestries hand-made
S3,5,65892,"Dusters, dish cloths etc"
S3,5,65893,"Life jacket/belt, etc."
S3,5,65899,Rug/tapestry etc kits
S3,3,659,Floor coverings etc.
S3,4,6590,  UN Special Code
S3,4,6591,Linoleum etc.
S3,5,65911,Floor cover paper-backed
S3,5,65912,Linoleum etc textil back
S3,4,6592,Carpets etc. knotted
S3,5,65921,"Carpet,knotted,wool/hair"
S3,5,65929,"Carpet,knotted,oth text"
S3,4,6593,Hand woven rugs
S3,4,6594,"Carpets, tufted"
S3,5,65940,  UN Special Code
S3,5,65941,"Carpet,tufted,wool/hair"
S3,5,65942,"Carpet,tufted,polyamide"
S3,5,65943,"Carpet,tufted,man-mad fi"
S3,5,65949,"Carpet,tufted,textil nes"
S3,4,6595,"Carpets, woven"
S3,5,65950,  UN Special Code
S3,5,65951,"Carpet,woven,wool/hair"
S3,5,65952,"Carpet,woven,man-mad tex"
S3,5,65959,"Carpet,woven,textile nes"
S3,4,6596,Carpets etc nes
S3,5,65961,Floor coverings of felt
S3,5,65969,Carpets/flooor covrs nes
S3,2,66,Non-metal mineral manuf.
S3,3,660,  UN Special Code
S3,3,661,Lime/cement/constr matl
S3,4,6611,Quick/slaked/hydr lime
S3,5,66110,  UN Special Code
S3,5,66111,Quicklime
S3,5,66112,Slaked lime
S3,5,66113,Hydraulic lime
S3,4,6612,Portland etc cements
S3,5,66121,Cement clinkers
S3,5,66122,Portland cement
S3,5,66123,Aluminous cement
S3,5,66129,Hydraulic cements nes
S3,4,6613,Monument/building stone
S3,5,66130,  UN Special Code
S3,5,66131,"Flagstones etc,nat stone"
S3,5,66132,"Slate,worked,articles"
S3,5,66133,Nat stone tiles <7cm
S3,5,66134,"Marble etc., worked"
S3,5,66135,Building stone unworked
S3,5,66136,Marble etc finished
S3,5,66139,Building stone worked
S3,4,6618,Asbestos/fibre cement
S3,5,66181,Asphalt etc articles
S3,5,66182,Mixed veg-mnrl bldg prod
S3,5,66183,Asbestos/fibre cemnt art
S3,3,662,Clay/refractory material
S3,4,6623,Refract bricks/const mat
S3,5,66231,Silice earth bricks etc
S3,5,66232,Refractry bricks etc
S3,5,66233,Refractory cement/mortar
S3,4,6624,Non-refract bricks/tiles
S3,5,66241,N-r bricks/tiles/pipes
S3,5,66242,Non-ref roof tiles etc.
S3,5,66243,"Piping etc,ceramic"
S3,5,66244,Unglazed ceramic paving
S3,5,66245,Glazed ceramic paving et
S3,3,663,Mineral manufactures nes
S3,4,6631,Millstones/grindstones..
S3,5,66310,  UN Special Code
S3,5,66311,Millstones
S3,5,66312,Grindstones
S3,5,66313,Hand sharpening stones
S3,4,6632,Glass paper/emery cloth
S3,5,66320,  UN Special Code
S3,5,66321,Abrasives cloth backing
S3,5,66322,Abrasives paper backing
S3,5,66329,Abrasives other backing
S3,4,6633,Min material manuf nes
S3,5,66331,Plaster board/articles
S3,5,66332,Concrete blocks/tiles
S3,5,66333,Prefab concrete structre
S3,5,66334,Concrete articles nes
S3,5,66335,"Mica,worked/articles of"
S3,5,66336,Non-electr graphite arts
S3,5,66337,Articles of peat
S3,5,66338,Magnesite/dolomit/chromi
S3,5,66339,Stone etc articles nes
S3,4,6635,Rock wools/exp minerals
S3,5,66350,  UN Special Code
S3,5,66351,Slag/rock/mireral wool
S3,5,66352,Exf vermiculite/exp clay
S3,5,66353,Minrl insulatng prod nes
S3,4,6637,Ceramics nes
S3,4,6638,Sbestos manufactures
S3,5,66381,Asbestos mfs nonfriction
S3,5,66382,Asbestos manuf-friction
S3,4,6639,Ceramic articles nes
S3,5,66391,Lab/indus ceram ware nes
S3,5,66399,Oth ceramic articles nes
S3,3,664,Glass
S3,4,6640,  UN Special Code
S3,4,6641,Bulk/scrap glass
S3,5,66410,  UN Special Code
S3,5,66411,Glass in mass/cullet/etc
S3,5,66412,Glass ball/rod/tube unwk
S3,4,6643,Drawn/blown glass sheets
S3,5,66431,Drawn/blown tinted glass
S3,5,66439,Other drawn/blown glass
S3,4,6644,Float/polished glass sht
S3,5,66441,Non-wired float glass
S3,5,66442,Wired float glass
S3,4,6645,Cast/rolled glass sheets
S3,5,66450,  UN Special Code
S3,5,66451,Cast/roll glass unwired
S3,5,66452,"Cast,rolled glass wired"
S3,5,66453,"Cast,rolled glass profil"
S3,4,6647,Tempr/lamin safety glass
S3,5,66471,Tempered safety glass
S3,5,66472,Laminated safety glass
S3,4,6648,Glass mirrors
S3,5,66481,Vehicle rear-view mirror
S3,5,66489,Glass mirrors nes
S3,4,6649,Glass n.e.s.
S3,5,66490,  UN Special Code
S3,5,66491,Edge worked sheet glass
S3,5,66492,Multi-wall insulat glass
S3,5,66493,"Lamp etc envelopes,glass"
S3,5,66494,Spectacle/clock/.. glass
S3,5,66495,Glass fibre/wool/prods
S3,5,66496,Glass bricks/tiles/etc.
S3,3,665,Glassware
S3,4,6650,  UN Special Code
S3,4,6651,Glass containers/fitting
S3,5,66511,Glass bottles/jars/etc
S3,5,66512,Inners for vacuum vessel
S3,4,6652,Table/kitchen glassware
S3,5,66520,  UN Special Code
S3,5,66521,Glass-ceramic table ware
S3,5,66522,Drink glasses non-ceram.
S3,5,66523,Kitchen/table glass nes
S3,5,66529,Other glassware nes
S3,4,6659,Glass articles nes
S3,5,66590,  UN Special Code
S3,5,66591,Laboratory etc glass
S3,5,66592,Glass ampoules
S3,5,66593,Glass ornament/beads/etc
S3,5,66594,Glass cubes/smallwares
S3,5,66595,Lighting etc glassware
S3,5,66599,Other glass articles nes
S3,3,666,Pottery
S3,4,6661,Ceramic hosehold/table w
S3,5,66611,Kitchen/table porcelain
S3,5,66612,Household/toilet porcel.
S3,5,66613,Coarse ceramic houseware
S3,4,6662,Ceramic ornaments
S3,5,66620,  UN Special Code
S3,5,66621,Porcelain ornaments
S3,5,66629,Ceramic ornaments nes
S3,3,667,Pearls/precious stones
S3,4,6671,Pearls not strung/set
S3,5,66710,  UN Special Code
S3,5,66711,Pearls natural unworked
S3,5,66712,Pearls cultured unworked
S3,5,66713,Pearls cultured worked
S3,4,6672,Diamonds unset
S3,5,66721,"Diamonds,rough,unsorted"
S3,5,66722,"Diamonds,sorted,cleaved"
S3,5,66729,"Diamonds,worked,unmountd"
S3,4,6673,Prec/semi-p stones unset
S3,5,66731,Prec/semi-p stone shaped
S3,5,66739,Prec/semi-p stone worked
S3,4,6674,Synthetic jewels not set
S3,5,66740,  UN Special Code
S3,5,66741,Piezo-electric quartz
S3,5,66742,Synth jewels nes unworkd
S3,5,66749,Synth jewels nes unset
S3,2,67,Iron and steel
S3,3,670,  UN Special Code
S3,3,671,Pig iron etc ferro alloy
S3,4,6710,  UN Special Code
S3,4,6712,Pig iron/spiegeleisen
S3,5,67120,  UN Special Code
S3,5,67121,"Pig iron,phosph max 0.5%"
S3,5,67122,"Pig iron,phosph exc 0.5%"
S3,5,67123,Alloy pig iron/spiegelei
S3,4,6713,Iron granule/powder/etc
S3,5,67131,Iron/steel granules
S3,5,67132,Iron/steel powders
S3,5,67133,Pure reduc proc iron
S3,4,6714,Ferro-manganese
S3,5,67141,Ferro-manganese>2%carbon
S3,5,67149,Ferro-manganese<2%carbon
S3,4,6715,Other ferro alloys
S3,5,67150,  UN Special Code
S3,5,67151,Ferro-silicon alloy
S3,5,67152,Ferro-silico-manganese
S3,5,67153,Ferro-chromium alloys
S3,5,67154,Ferro-silico-chromium
S3,5,67155,Ferro-nickel alloys
S3,5,67159,Other ferro-alloys nes
S3,3,672,Primary/prods iron/steel
S3,4,6720,  UN Special Code
S3,4,6724,Ingot/primary iron/steel
S3,5,67240,  UN Special Code
S3,5,67241,Iron/simple steel ingot
S3,5,67245,Prim form iron/steel nes
S3,5,67247,Stnless steel etc ingots
S3,5,67249,Other alloy steel ingots
S3,4,6726,Semi-fin iron/stel<.25%c
S3,5,67260,  UN Special Code
S3,5,67261,"Irn,smple steel bars etc"
S3,5,67262,"Irn,smple stl plates etc"
S3,5,67269,"Irn,smple stl shapes nes"
S3,4,6727,Semi-fin iron/st. >.25%c
S3,4,6728,Semi-finish alloy steel
S3,5,67281,Semi-finish stainless
S3,5,67282,Semi-finish alloy st nes
S3,3,673,Flat rolled iron/st prod
S3,4,6730,  UN Special Code
S3,4,6731,Flat rolled steel-1
S3,5,67311,Coil steel-1 w>600t>4.75
S3,5,67312,Coil steel-1 w>600t<4.75
S3,5,67313,Flat steel-1 w>600t>4.00
S3,5,67314,Flat steel-1 w>600t>4.75
S3,5,67315,Flat steel-1 w>600t<4.75
S3,5,67316,Flat steel-1 w 150-600
S3,5,67317,Flat steel-1 w<600t>4.75
S3,5,67319,Flat steel-1 w<600 nes
S3,4,6732,Flat rolled steel-2
S3,5,67321,Coil steel-2 w>600t>4.75
S3,5,67322,Coil steel-2 w>600t<4.75
S3,5,67323,Flat steel-2 w>600t>4.00
S3,5,67324,Flat steel-2 w>600t>4.75
S3,5,67325,Flat steel-2 w>600t<4.75
S3,5,67326,Flat steel-2 w>150t>4.00
S3,5,67327,Flat steel-2 w<600t>4.75
S3,5,67329,Flat steel-2 w<600 nes
S3,4,6733,Cold rolled steel-3
S3,5,67331,Coil steel-3 w>600t>3.00
S3,5,67332,Coil steel-3 w>600t1-3mm
S3,5,67333,Coil steel-3 w>600t0.5-1
S3,5,67334,Coil steel-3 w>600t<0.5
S3,5,67335,Flat steel-3 w>600t<3.00
S3,5,67336,Flat steel-3 w>600t1-3mm
S3,5,67337,Flat steel-3 w>600t0.5-1
S3,5,67338,Flat steel-3 w>600t<0.5
S3,5,67339,Flat steel-3 w<600mm nes
S3,4,6734,Colled rolled steel-4
S3,5,67341,Coil steel-4 w>600t>3.00
S3,5,67342,Coil steel-4 w>600t<3.00
S3,5,67343,Coil steel-4 w>600t0.5-1
S3,5,67344,Coil steel-4 w>600t<0.55
S3,5,67345,Flat steel-4 w>600t>3.00
S3,5,67346,Flat steel-4 w>600t1-3mm
S3,5,67347,Flat steel-4 w>600t0.5-1
S3,5,67348,Flat steel-4 w>600t<0.50
S3,5,67349,Flat steel-4 w<600 nes
S3,4,6735,Flat rolled steel nes
S3,5,67351,Hot roll steel nes w>600
S3,5,67352,Cold rol steel nes w>600
S3,5,67353,Rolled steel nes w<600
S3,3,674,Rolled plated m-steel
S3,4,6740,  UN Special Code
S3,4,6741,Zinc coated/plated steel
S3,5,67411,Zinc el-pl. steel w>600
S3,5,67412,Zinc el-pl. steel w<600
S3,5,67413,Zinc coated steel w>600
S3,5,67414,Zinc coated steel w<600
S3,4,6742,Tin plated/coated steel
S3,5,67421,Tin coated steel  w>600
S3,5,67422,Tin coated steel  w<600
S3,4,6743,Steel paint/plastic covr
S3,5,67431,Painted etc steel w>600
S3,5,67432,Painted etc steel w<600
S3,4,6744,Coated steel plate w>600
S3,5,67441,Lead coated/plated steel
S3,5,67442,Chrome oxide coatd steel
S3,5,67443,Alumin coatd/platd steel
S3,5,67444,Coated plated steel nes
S3,4,6745,Coated/platd steel w<600
S3,5,67451,Non-ep coat steel  w<600
S3,5,67452,Clad steel plate   w<600
S3,3,675,Flat rolled alloy steel
S3,4,6750,  UN Special Code
S3,4,6751,Flat silicon-elect steel
S3,5,67511,Flat si-elec steel w>600
S3,5,67512,Flat si-elec steel w<600
S3,4,6752,Flat high-speed steel
S3,5,67521,Flat hispeed steel w>600
S3,5,67522,Flat hispeed steel w<600
S3,4,6753,Hot rolled stnless steel
S3,5,67531,Chr stnless w>600 t>4.75
S3,5,67532,Chr stnless w>600t3-4.75
S3,5,67533,Chr stnless w>600 t<3mm
S3,5,67534,Fhr stnless w>600 t>4.75
S3,5,67535,Fhr stnless w>600t3-4.75
S3,5,67536,Fhr stnless w>600 t<3mm
S3,5,67537,H-r stnless w<600 t>4.75
S3,5,67538,H-r stnless w<600 t<4.75
S3,4,6754,Hot-rolled alloy steel
S3,5,67541,Hot-r alloy-st coils>600
S3,5,67542,Hot-r alloy-st flat >600
S3,5,67543,Hot-roll alloy-steel<600
S3,4,6755,Cold-rol stainless steel
S3,5,67551,C-r stnless w>600 t>4.75
S3,5,67552,C-r stnless w>600t3-4.75
S3,5,67553,C-r stnless w>600 t1-3
S3,5,67554,C-r stnless w>600 t0.5-1
S3,5,67555,C-r stnless w>600 t<0.5
S3,5,67556,C-r stnless steel w<600
S3,4,6756,Cold roll alloy steel
S3,5,67561,Cold roll alloy-st w>600
S3,5,67562,Cold roll alloy-st w<600
S3,4,6757,Flat roll alloy stl nes
S3,5,67571,Stnless steel nes w>600
S3,5,67572,Stnless steel nes w<600
S3,5,67573,Alloy steel nes w>600
S3,5,67574,Alloy steel nes w<600
S3,3,676,Iron/steel bars/rods/etc
S3,4,6760,  UN Special Code
S3,4,6761,Hot-r coil bar/rod ir/st
S3,5,67611,Hrc groove bar/rod ir/st
S3,5,67612,Hrc free-cut bar steel
S3,5,67613,Hrc ir/st bar nes c<0.6%
S3,5,67614,Hrc ir/st bar nes c>0.6%
S3,5,67615,Hrc stainless steel rods
S3,5,67617,Hrc hi-speed steel rod
S3,5,67619,Hrc alloy-steel nes rod
S3,4,6762,Hot-form stl bar/rod nes
S3,5,67621,Hf groove etc ir/st bar
S3,5,67622,Hf free-cutting st bar
S3,5,67623,Hf ir/st nes bar c<0.6%
S3,5,67624,Hf ir/st nes bar c>0.6%
S3,5,67625,Hf stainless bars nes
S3,5,67629,Hot form al-st bar nes
S3,4,6763,Cold-form air/st bar nes
S3,5,67631,C-f free-cut st bars nes
S3,5,67632,C-f ir/st bar nes c<0.6%
S3,5,67633,C-f ir/st bar nes c>0.6%
S3,5,67634,C-f stainless bar nes
S3,5,67639,C-f alloy-steel bar nes
S3,4,6764,Iron/steel bars nes
S3,5,67641,Hi-speed steel bars nes
S3,5,67642,Sil-mang steel bars nes
S3,5,67643,Forged iron/stl bars nes
S3,5,67644,Alloy steel nes bars nes
S3,5,67645,Stnless steel bars nes
S3,5,67646,Forge alloy-st bars nes
S3,5,67647,Alloy steel bar/rod nes
S3,5,67648,Hollow drill steel bars
S3,4,6768,Iron/st angle/shape/sect
S3,5,67680,  UN Special Code
S3,5,67681,H-f u/i/h/l/t sect h<80
S3,5,67682,H-f u/i/h/l/t sect h>80
S3,5,67683,H-f ir/st shape/sect nes
S3,5,67684,C-f ir/st shape/sect nes
S3,5,67685,Iron/steel shape/sec nes
S3,5,67686,Iron/steel sheet piling
S3,5,67687,Stnless stl etc profile
S3,5,67688,Other alloy stl profile
S3,3,677,Iron/steel railway matl
S3,4,6770,Iron/steel railway matl
S3,5,67701,Railway rails irn/steel
S3,5,67709,Rlway tr equ nes irn/stl
S3,3,678,Iron/steel wire
S3,4,6780,  UN Special Code
S3,4,6781,Iron/non-alloy stl wire
S3,5,67810,  UN Special Code
S3,5,67811,Wire iron/steel c<0.25%
S3,5,67812,Wire iron/stl c0.25-0.6%
S3,5,67813,Wire iron/steel c>0.6%
S3,4,6782,"Wire,stainless/alloy stl"
S3,5,67821,Stainless steel wire
S3,5,67829,Alloy steel wire nes
S3,3,679,Iron/steel pipe/tube/etc
S3,4,6791,Iron/steel tube seamless
S3,5,67911,Cast iron tubes/pipes
S3,5,67912,Iron/stl oil/gas piping
S3,5,67913,Iron/stl oil drill casng
S3,5,67914,Ir/n-a stl circ pipe nes
S3,5,67915,Stless stl circ pipe nes
S3,5,67916,Alloy-stl circ pipes nes
S3,5,67917,Ir/st seamless tubes nes
S3,4,6793,Seamed pipe/tube d>406.4
S3,5,67930,  UN Special Code
S3,5,67931,Seamed oil/gas pipeline
S3,5,67932,Seamed oil/gas dril csng
S3,5,67933,Welded pipes nes d>406.4
S3,5,67939,Seamed pipes nes d>406.4
S3,4,6794,Seamed tubes/pipes nes
S3,5,67940,  UN Special Code
S3,5,67941,Seam oil/gas pipelne nes
S3,5,67942,Seam oil drill casng nes
S3,5,67943,Seamed circlar pipes nes
S3,5,67944,Welded non-circ pipe nes
S3,5,67949,Irn/steel pipes/etc nes
S3,4,6795,Iron/steel pipe fittings
S3,5,67950,  UN Special Code
S3,5,67951,Non-m cast iron pipe fit
S3,5,67952,Cast ir/st pipe fit nes
S3,5,67953,Stnless st pipe flanges
S3,5,67954,Stnls st thread pipe fit
S3,5,67955,Stnls st but-weld pipe f
S3,5,67956,Stnls steel pipe fit nes
S3,5,67959,Ir/st pipe fittings nes
S3,2,68,Non-ferrous metals
S3,3,681,Silver/platinum etc
S3,4,6811,Semi-manuf silver/clad
S3,5,68110,  UN Special Code
S3,5,68112,Rolled silver
S3,5,68113,Silver unwrought
S3,5,68114,Silver semi-manufacture
S3,4,6812,Platinum etc
S3,5,68120,  UN Special Code
S3,5,68122,Rolled platinum etc
S3,5,68123,Platinum/alloys unwrght
S3,5,68124,Oth plat grp metal unwrt
S3,5,68125,Plat grp metals semi-man
S3,3,682,Copper
S3,4,6820,  UN Special Code
S3,4,6821,Copper refined/unrefined
S3,5,68211,"Copper unref,exc cement"
S3,5,68212,Copper refined
S3,5,68213,Master alloys of copper
S3,5,68214,Copper alloys nes unwrt
S3,4,6823,Copper rod/bar/profile
S3,5,68231,Ref copper rod/bar/prof
S3,5,68232,Copper alloy rod/bar/pro
S3,4,6824,Copper wire
S3,5,68241,Refined copper wire
S3,5,68242,Copper alloy wire
S3,4,6825,Copper plate/sheet/strip
S3,5,68251,Refined copper sheet etc
S3,5,68252,Alloy copper sheet etc
S3,4,6826,Copper foil/powder/flake
S3,5,68261,Copper foil+backed t<.15
S3,5,68262,"Copper powders,flakes"
S3,4,6827,Copper tube/pipe/fitting
S3,5,68271,"Copper tubes,pipes,etc"
S3,5,68272,Copper tube fittings
S3,3,683,Nickel
S3,4,6831,Nickel/alloys unwrought
S3,5,68311,Nickel unwrought
S3,5,68312,Nickel alloys unwrought
S3,4,6832,Nickel/alloys worked
S3,5,68321,Nickel bars/wire/etc
S3,5,68322,Nickel tube/pipe/etc
S3,5,68323,Nickel powder/flakes
S3,5,68324,Nickel plate/sheet/foil
S3,3,684,Aluminium
S3,4,6841,Aluminium/alloys unwrt
S3,5,68411,Aluminium not alloyed uw
S3,5,68412,"Aluminium alloys,unwrgh"
S3,4,6842,Aluminium/alloys worked
S3,5,68420,  UN Special Code
S3,5,68421,Aluminium bars/rod/prof.
S3,5,68422,Aluminium/alloy wire
S3,5,68423,Alumnm plate/sheet t>0.2
S3,5,68424,Aluminium foil     t<0.2
S3,5,68425,Aluminium powders/flakes
S3,5,68426,Aluminium tubes/pipes
S3,5,68427,Aluminium tube fittings
S3,3,685,Lead
S3,4,6850,  UN Special Code
S3,4,6851,Lead/alloys unwrought
S3,5,68510,  UN Special Code
S3,5,68511,Unrefined lead/alloys
S3,5,68512,Refined lead
S3,4,6852,Lead/alloys worked
S3,5,68521,Lead bar/rod/prof/wire
S3,5,68522,Lead plate/sheet/strip
S3,5,68524,Lead tubes/fittings/etc
S3,3,686,Zinc
S3,4,6861,Zinc/alloys unwrought
S3,5,68611,Zinc not alloyed unwrt
S3,5,68612,Zinc alloys unwrought
S3,4,6863,Zinc/alloys worked
S3,5,68631,Zinc bar/rod/prof/wire
S3,5,68632,Zinc sheet/strip/foil
S3,5,68633,Zinc powders/dust/flake
S3,5,68634,Zinc tubes/fittings/etc
S3,3,687,Tin
S3,4,6871,Tin/alloys unwrought
S3,5,68710,  UN Special Code
S3,5,68711,Tin not alloyed unwrt
S3,5,68712,Tin alloys unwrought
S3,4,6872,Tin/alloys worked
S3,5,68721,Tin bar/rod/wire/profile
S3,5,68722,Tin sheet/plate/etc t>.2
S3,5,68723,Tin foil+backed     t<.2
S3,5,68724,Tin tubes/fittings/etc
S3,3,689,Misc non-ferr base metal
S3,4,6890,  UN Special Code
S3,4,6891,Tungsten/molyb/tant/magn
S3,5,68910,  UN Special Code
S3,5,68911,Tungsten unwrought/waste
S3,5,68912,Molybdenum unwrght/waste
S3,5,68913,Tantalum unwrought/waste
S3,5,68914,Magnesium waste/scrap
S3,5,68915,Magnesium unwrought
S3,4,6898,Cobalt/cadm/titan/zircon
S3,5,68980,  UN Special Code
S3,5,68981,Cobalt mattes/waste
S3,5,68982,Cadmium unwrought/waste
S3,5,68983,Titanium unwrought/waste
S3,5,68984,Zirconium unwrt/waste
S3,4,6899,Base metals nes
S3,5,68990,  UN Special Code
S3,5,68991,Beryllium unwrght/waste
S3,5,68992,Bismuth/articles/waste
S3,5,68993,Antimony/articles/waste
S3,5,68994,Manganese/articles/waste
S3,5,68995,Chromium/articles/waste
S3,5,68996,Germanium/articles/waste
S3,5,68997,Bvanadium/articles/waste
S3,5,68998,"Base mtl nes unwrt,waste"
S3,5,68999,Cermets/articles/waste
S3,2,69,Metal manufactures nes
S3,3,690,  UN Special Code
S3,3,691,Iron/stl/alum structures
S3,4,6911,Iron/st structures/parts
S3,5,69111,Iron/st bridges/sections
S3,5,69112,Iron/st towers/lat masts
S3,5,69113,Iron/st doors/windows
S3,5,69114,Iron/st props/scaffold
S3,5,69119,Irn/steel structure nes
S3,4,6912,Aluminium structure/part
S3,5,69121,Aluminium doors/windows
S3,5,69129,"Structures,parts alumnm"
S3,3,692,Metal store/transpt cont
S3,4,6921,Metal tanks/vats/etc
